patch-size,x-offset,y-offset,distance,tally,step_sum,avg,total_steps
5,90,90,121.62,2,6110,3055.0,276191
5,91,91,123.04,1,1609,1609.0,281838
5,92,92,124.45,2,3341,1670.5,302727
5,93,93,125.87,0,0,0.0,274474
5,94,94,127.28,0,0,0.0,276915
5,95,95,128.69,0,0,0.0,323399
5,96,96,130.11,1,7225,7225.0,275270
5,97,97,131.52,0,0,0.0,262306
5,98,98,132.94,3,7293,2431.0,257417
5,99,99,134.35,0,0,0.0,261287
6,7,7,2.83,71,12792,180.16901408450704,73914
6,8,8,4.24,69,16432,238.14492753623188,96136
6,9,9,5.66,65,19612,301.7230769230769,92045
6,10,10,7.07,56,45947,820.4821428571429,126765
6,11,11,8.49,51,27612,541.4117647058823,120336
6,12,12,9.9,58,34856,600.9655172413793,142215
6,13,13,11.31,55,26445,480.8181818181818,107374
6,14,14,12.73,54,43760,810.3703703703703,146216
6,15,15,14.14,43,27409,637.4186046511628,153080
6,16,16,15.56,42,31543,751.0238095238095,170869
6,17,17,16.97,43,22488,522.9767441860465,141728
6,18,18,18.38,44,30845,701.0227272727273,154414
6,19,19,19.8,28,34152,1219.7142857142858,196240
6,20,20,21.21,36,38907,1080.75,180238
6,21,21,22.63,29,27666,954.0,189985
6,22,22,24.04,31,21670,699.0322580645161,176394
6,23,23,25.46,40,46027,1150.675,197133
6,24,24,26.87,33,39054,1183.4545454545455,191512
6,25,25,28.28,38,34335,903.5526315789474,191135
6,26,26,29.7,32,38474,1202.3125,200410
6,27,27,31.11,16,19891,1243.1875,212286
6,28,28,32.53,33,39296,1190.7878787878788,183494
6,29,29,33.94,29,52691,1816.9310344827586,240108
6,30,30,35.36,23,28553,1241.4347826086957,217689
6,31,31,36.77,17,28242,1661.2941176470588,220063
6,32,32,38.18,22,31111,1414.1363636363637,230115
6,33,33,39.6,31,37388,1206.0645161290322,237121
6,34,34,41.01,29,38530,1328.6206896551723,221091
6,35,35,42.43,24,42102,1754.25,228767
6,36,36,43.84,19,25353,1334.3684210526317,237093
6,37,37,45.25,18,27512,1528.4444444444443,198859
6,38,38,46.67,21,30851,1469.095238095238,244843
6,39,39,48.08,13,13166,1012.7692307692307,233927
6,40,40,49.5,20,41634,2081.7,219961
6,41,41,50.91,21,35700,1700.0,215856
6,42,42,52.33,17,28405,1670.8823529411766,280133
6,43,43,53.74,15,26078,1738.5333333333333,251670
6,44,44,55.15,19,48485,2551.842105263158,242921
6,45,45,56.57,24,46860,1952.5,248133
6,46,46,57.98,13,27956,2150.4615384615386,268975
6,47,47,59.4,15,30367,2024.4666666666667,259960
6,48,48,60.81,14,31594,2256.714285714286,257221
6,49,49,62.23,16,33749,2109.3125,252395
6,50,50,63.64,16,37806,2362.875,246799
6,51,51,65.05,12,18757,1563.0833333333333,273923
6,52,52,66.47,13,21500,1653.8461538461538,241066
6,53,53,67.88,10,15584,1558.4,262248
6,54,54,69.3,12,24377,2031.4166666666667,269633
6,55,55,70.71,10,20194,2019.4,249546
6,56,56,72.12,16,33191,2074.4375,237692
6,57,57,73.54,8,17156,2144.5,280083
6,58,58,74.95,8,17816,2227.0,244908
6,59,59,76.37,8,16893,2111.625,275719
6,60,60,77.78,14,34747,2481.9285714285716,259909
6,61,61,79.2,8,21895,2736.875,257259
6,62,62,80.61,9,18184,2020.4444444444443,251340
6,63,63,82.02,10,34672,3467.2,273618
6,64,64,83.44,9,20201,2244.5555555555557,281402
6,65,65,84.85,4,8286,2071.5,265004
6,66,66,86.27,7,16385,2340.714285714286,257217
6,67,67,87.68,4,8909,2227.25,258253
6,68,68,89.1,7,13999,1999.857142857143,249233
6,69,69,90.51,12,28269,2355.75,295517
6,70,70,91.92,4,7652,1913.0,269478
6,71,71,93.34,8,17295,2161.875,236366
6,72,72,94.75,7,20690,2955.714285714286,302658
6,73,73,96.17,8,24067,3008.375,266233
6,74,74,97.58,6,16260,2710.0,301064
6,75,75,98.99,7,21066,3009.4285714285716,274621
6,76,76,100.41,5,17935,3587.0,268670
6,77,77,101.82,2,3928,1964.0,251180
6,78,78,103.24,3,6147,2049.0,288224
6,79,79,104.65,5,19012,3802.4,328420
6,80,80,106.07,9,23066,2562.8888888888887,249309
6,81,81,107.48,4,9584,2396.0,275704
6,82,82,108.89,2,5132,2566.0,255362
6,83,83,110.31,5,16303,3260.6,287881
6,84,84,111.72,1,1813,1813.0,280698
6,85,85,113.14,0,0,0.0,264436
6,86,86,114.55,5,15862,3172.4,289026
6,87,87,115.97,4,11887,2971.75,272551
6,88,88,117.38,0,0,0.0,310268
6,89,89,118.79,1,1600,1600.0,279606
6,90,90,120.21,1,2776,2776.0,261272
6,91,91,121.62,2,6053,3026.5,275615
6,92,92,123.04,1,3788,3788.0,268536
6,93,93,124.45,0,0,0.0,301341
